premise	hypothesis	label	premise_yoruba	hypothesis_yoruba
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	There was another theater that recently celebrated its 84th anniversary, but then it burned down.	1	P.S. Ẹbun rẹ ṣe pataki fun ayẹyẹ wa ti ọdun 85 ti o mu ki Indianapolis Civic Theatre jẹ ile-iṣẹ itage agbegbe ti o tẹle julọ ni orilẹ-ede naa.	Ni akoko kanna, a ṣe ayẹyẹ ọdun 84, ṣugbọn lẹhinna o ṣubu.
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	We're celebrating the grand opening of Indianapolis's newest theater.	2	P.S. Ẹbun rẹ ṣe pataki fun ayẹyẹ wa ti ọdun 85 ti o mu ki Indianapolis Civic Theatre jẹ ile-iṣẹ itage agbegbe ti o tẹle julọ ni orilẹ-ede naa.	A n ṣe ayẹyẹ ṣiṣi nla ti ile-iṣere titun julọ ti Indianapolis.
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	We're very happy that the Indianapolis Civic Theater has been operating for 85 years.	0	P.S. Ẹbun rẹ ṣe pataki fun ayẹyẹ wa ti ọdun 85 ti o mu ki Indianapolis Civic Theatre jẹ ile-iṣẹ itage agbegbe ti o tẹle julọ ni orilẹ-ede naa.	Inú wa dùn pé ilé-iṣẹ́ Indianapolis Civic Theater ti ṣiṣẹ́ fún ọdún mẹ́rìndínlọ́gọ́rin (85).
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	Participants will be given prospects contact details and background information.	0	Awọn alabaṣepọ yoo pese awọn orukọ, awọn adirẹsi ati awọn nọmba tẹlifoonu, ati alaye lẹhin lori awọn aini ile-iwe naa.	Awọn alabaṣepọ yoo funni ni awọn alaye olubasọrọ ti o fẹ ati alaye ipilẹ.
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	Participants will have to sign a non-disclosure agreement, before accessing prospects' details.	1	Awọn alabaṣepọ yoo pese awọn orukọ, awọn adirẹsi ati awọn nọmba tẹlifoonu, ati alaye lẹhin lori awọn aini ile-iwe naa.	Awọn alabaṣepọ yoo ni lati forukọsilẹ adehun ti kii ṣe ifihan, ṣaaju ki o to wọle si awọn alaye ti o fẹ.
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	Those participating can only know prospects names, but not their addresses.	2	Awọn alabaṣepọ yoo pese awọn orukọ, awọn adirẹsi ati awọn nọmba tẹlifoonu, ati alaye lẹhin lori awọn aini ile-iwe naa.	Awọn alabaṣepọ le mọ awọn orukọ nikan, ṣugbọn kii ṣe awọn adirẹsi wọn.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	Biomes simulate animals natural living environments.	0	A ṣe apẹrẹ ile-iṣẹ wa nipa lilo ero ti awọn biomes, eyiti o ṣe afihan awọn ibugbe adayeba ti awọn eranko n gbe.	Biomes simulate eranko alãye ayika.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	In our zoo, we believe that artificial habitats are better than natural ones.	2	A ṣe apẹrẹ ile-iṣẹ wa nipa lilo ero ti awọn biomes, eyiti o ṣe afihan awọn ibugbe adayeba ti awọn eranko n gbe.	Ninu ile-iṣẹ wa, a gbagbọ pe awọn ibugbe ti o ni imọ-ẹrọ dara julọ ju awọn adayeba lọ.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	The biomes in our zoo were very expensive.	1	A ṣe apẹrẹ ile-iṣẹ wa nipa lilo ero ti awọn biomes, eyiti o ṣe afihan awọn ibugbe adayeba ti awọn eranko n gbe.	Awọn ohun elo ti o wa ni ibi-afẹde wa jẹ gidigidi gbowolori.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	People in central Indiana never receive job training.	2	Atilẹyin rẹ ti Goodwill yoo pese ikẹkọ iṣẹ ati awọn iṣẹ iṣeto lati ṣe iranlọwọ fun awọn ti o nira julọ lati sin ni aringbungbun Indiana wa iṣẹ ti o ni itumọ.	Awọn eniyan ni Central Indiana ko gba ikẹkọ iṣẹ.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	Supporting Goodwill will benefit people in Indiana.	0	Atilẹyin rẹ ti Goodwill yoo pese ikẹkọ iṣẹ ati awọn iṣẹ iṣeto lati ṣe iranlọwọ fun awọn ti o nira julọ lati sin ni aringbungbun Indiana wa iṣẹ ti o ni itumọ.	Êîãäà áóäåò ïîñëåäíèêà ïîñëåäíèêà íà ïîñëåäíèêå.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	Supporting Goodwill will lower the unemployment rate.	1	Atilẹyin rẹ ti Goodwill yoo pese ikẹkọ iṣẹ ati awọn iṣẹ iṣeto lati ṣe iranlọwọ fun awọn ti o nira julọ lati sin ni aringbungbun Indiana wa iṣẹ ti o ni itumọ.	Ïîñëåäíèêîìó áóäåò ðàáîòàåòñÿ íà ðàáîòó ðàáîòàåòñÿ íà ðàáîòó.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	Indiana has at least twenty excellent medical schools.	2	Lati ibẹrẹ ibẹrẹ si ipo rẹ loni gẹgẹbi ọkan ninu awọn ile-iṣẹ iṣoogun ti o dara julọ ni orilẹ-ede, ile-iwe iṣoogun ti Indiana nikan ni igberaga aṣa.	Indiana ni o ni o kere 20 o tayọ egbogi ile-iwe.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	The state of Indiana has only one medical school.	0	Lati ibẹrẹ ibẹrẹ si ipo rẹ loni gẹgẹbi ọkan ninu awọn ile-iṣẹ iṣoogun ti o dara julọ ni orilẹ-ede, ile-iwe iṣoogun ti Indiana nikan ni igberaga aṣa.	Ipinle Indiana nikan ni ile-iwe iṣoogun kan.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	There will be no other medical school in Indiana for the next five years.	1	Lati ibẹrẹ ibẹrẹ si ipo rẹ loni gẹgẹbi ọkan ninu awọn ile-iṣẹ iṣoogun ti o dara julọ ni orilẹ-ede, ile-iwe iṣoogun ti Indiana nikan ni igberaga aṣa.	Ko si ile-ẹkọ giga miiran ni Ilu India fun ọdun marun to nbo.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	Maintaining our present collections only costs a third of our annual budget.	2	Sibẹsibẹ, ilọsiwaju ti o pọju ninu awọn owo ti awọn iwe-aṣẹ ofin, awọn iwe iroyin, ati awọn iṣẹ ipamọ data tumọ si pe nìkan mimu awọn akojọpọ wa lọwọlọwọ kọja isuna wa.	Lati ṣe iṣeduro iṣeduro ti o dara julọ, o nilo lati sanwo nikan ni idaji ninu ọdun kẹta ti owo-ori wa.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	Our current budget doesn't permit us to maintain our present collections.	0	Sibẹsibẹ, ilọsiwaju ti o pọju ninu awọn owo ti awọn iwe-aṣẹ ofin, awọn iwe iroyin, ati awọn iṣẹ ipamọ data tumọ si pe nìkan mimu awọn akojọpọ wa lọwọlọwọ kọja isuna wa.	Iṣowo wa lọwọlọwọ ko gba laaye lati ṣetọju awọn akojọpọ wa lọwọlọwọ.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	We need at least $10,000 in donations to allow us to maintain our present collections.	1	Sibẹsibẹ, ilọsiwaju ti o pọju ninu awọn owo ti awọn iwe-aṣẹ ofin, awọn iwe iroyin, ati awọn iṣẹ ipamọ data tumọ si pe nìkan mimu awọn akojọpọ wa lọwọlọwọ kọja isuna wa.	A nilo o kere ju $ 10,000 ni awọn ẹbun lati gba wa laaye lati ṣetọju awọn akojọpọ wa lọwọlọwọ.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We have no intention of ever contacting those who have not donated this fiscal year.	2	A yoo gbiyanju lati kan si kọọkan ti o ti ko kopa yi owo odun ni awọn tókàn 45 ọjọ ki wa afojusun le wa ni de ọdọ awọn ipari ti June 30th.	A ko ni ero lati kan si awọn ti ko ṣe ẹbun owo-ori ọdun yii.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We will contact by mail in the next 45 days those who have not donated this fiscal year.	1	A yoo gbiyanju lati kan si kọọkan ti o ti ko kopa yi owo odun ni awọn tókàn 45 ọjọ ki wa afojusun le wa ni de ọdọ awọn ipari ti June 30th.	A yoo kan si nipasẹ imeeli ni awọn ọjọ 45 to nbo ti awọn ti ko ṣe ẹbun ọdun owo-ori yii.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We will try to contact those who have not donated this fiscal year in the next 45 days.	0	A yoo gbiyanju lati kan si kọọkan ti o ti ko kopa yi owo odun ni awọn tókàn 45 ọjọ ki wa afojusun le wa ni de ọdọ awọn ipari ti June 30th.	A yoo gbiyanju lati kan si awọn ti ko ṣe ẹbun owo-ori odun yii ni awọn ọjọ 45 to nbo.
As a member of the law school's __, I know you are aware of our progress.	I am a member of the law school.	1	Gẹgẹbi ọmọ ẹgbẹ ti ile-iwe ofin, Mo mọ pe o mọ ilọsiwaju wa.	Emi ni ọmọ ile-iwe ofin.
As a member of the law school's __, I know you are aware of our progress.	No one belongs to the law school.	2	Gẹgẹbi ọmọ ẹgbẹ ti ile-iwe ofin, Mo mọ pe o mọ ilọsiwaju wa.	Kò sí ẹni tí ó wà ní ilé-ìwé òfin.
As a member of the law school's __, I know you are aware of our progress.	The law school had accepted people.	0	Gẹgẹbi ọmọ ẹgbẹ ti ile-iwe ofin, Mo mọ pe o mọ ilọsiwaju wa.	Ilé-ẹ̀kọ́ òfin ti gba àwọn ènìyàn.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	Creating the homes was completely free of charge.	2	Iye owo ti ṣiṣẹda awọn ile wọnyi ju ohun ti awọn onijaja wa san, nitorina a gbekele lori awọn ẹbun ati awọn ẹbun kọọkan lati ṣe wọn ni ifarada.	Ṣiṣeto awọn ile ni kikun free ti idiyele.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	The homes required resources to be created.	0	Iye owo ti ṣiṣẹda awọn ile wọnyi ju ohun ti awọn onijaja wa san, nitorina a gbekele lori awọn ẹbun ati awọn ẹbun kọọkan lati ṣe wọn ni ifarada.	Awọn ile nilo awọn ohun elo lati ṣẹda.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	The homes were more expensive to create than expected.	1	Iye owo ti ṣiṣẹda awọn ile wọnyi ju ohun ti awọn onijaja wa san, nitorina a gbekele lori awọn ẹbun ati awọn ẹbun kọọkan lati ṣe wọn ni ifarada.	Awọn ile ti wa ni diẹ gbowolori lati ṣẹda ju ti o ti ṣe yẹ.
The newsweeklies' cover packages pander to anxious parents.	Anxious parents are one marketing target of the newsweeklies.	0	Awọn iroyin ti awọn iroyin ti awọn iroyin ti o ni imọran fun awọn obi ti o ni imọran.	Awọn obi ti o ni imọran jẹ ọkan ninu awọn iṣowo ti awọn iroyin iroyin.
The newsweeklies' cover packages pander to anxious parents.	Newsweeklies design their cover packages to appeal to small children or the elderly.	2	Awọn iroyin ti awọn iroyin ti awọn iroyin ti o ni imọran fun awọn obi ti o ni imọran.	Newsweeklies ṣe apẹrẹ awọn apoti ideri wọn lati rọ awọn ọmọde kekere tabi awọn agbalagba.
The newsweeklies' cover packages pander to anxious parents.	Parents are more likely to spend money on new car purchases, making them a lucrative advertising segment for magazines.	1	Awọn iroyin ti awọn iroyin ti awọn iroyin ti o ni imọran fun awọn obi ti o ni imọran.	Awọn obi ni o ni anfani lati lo owo lori awọn ọkọ ayọkẹlẹ tuntun, ṣiṣe wọn ni apakan ipolowo ti o ni ere fun awọn irohin.
Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.	Kim Kardashian wrote the cover story for Time magazine about the 12 steps needed for success in the digital age.	2	Akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ.	Kim Kardashian kọ itan ideri fun irohin Time nipa awọn igbesẹ 12 ti o nilo fun aṣeyọri ni ọjọ ori oni.
Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.	Time magazine has a picture of Bill Gates on the cover.	1	Akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ.	Iwe iroyin Time ni o ni aworan ti Bill Gates lori ideri.
Time 's cover story is Bill Gates' 12-step program for succeeding in the digital age.	Time magazine is running a story about Bill Gates and success in the digital age.	0	Akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ akọsilẹ.	Iwe iroyin Time n ṣakoso itan kan nipa Bill Gates ati aṣeyọri ni ọjọ ori oni.
Run Silent, Run Deep, Run the Answer	Run while making noise.	2	Run Silent, Run Deep, Run awọn idahun	Ṣiṣe ṣiṣe ṣiṣe nigbati o ba n ṣe ariwo.
Run Silent, Run Deep, Run the Answer	Run with arms flailing.	1	Run Silent, Run Deep, Run awọn idahun	Ṣiṣe pẹlu awọn apamọwọ ti o ni irọrun.
Run Silent, Run Deep, Run the Answer	Run without being heard.	0	Run Silent, Run Deep, Run awọn idahun	Ṣiṣẹ́ láì gbọ́.
Paul seems to regard Alan Greenspan as an ideologue who actually does control the unemployment rate according to the dictates of some economic theory.	Alan Greenspan has economic theories regarding the unemployment rate.	0	Paul dabi pe o kà Alan Greenspan gẹgẹbi onimoye ti o ṣe iṣakoso oṣuwọn alainiṣẹ gẹgẹbi awọn asọye ti diẹ ninu awọn imọran aje.	Alan Greenspan ni awọn imọran iṣowo nipa iye eniyan ti ko ni iṣẹ.
Paul seems to regard Alan Greenspan as an ideologue who actually does control the unemployment rate according to the dictates of some economic theory.	Paul has never heard of Alan Greenspan or his economic theories.	2	Paul dabi pe o kà Alan Greenspan gẹgẹbi onimoye ti o ṣe iṣakoso oṣuwọn alainiṣẹ gẹgẹbi awọn asọye ti diẹ ninu awọn imọran aje.	Paul kò ti gbọ nipa Alan Greenspan tabi rẹ aje ero.
Paul seems to regard Alan Greenspan as an ideologue who actually does control the unemployment rate according to the dictates of some economic theory.	Paul thinks Alan Greenspan is the smartest economist he knows.	1	Paul dabi pe o kà Alan Greenspan gẹgẹbi onimoye ti o ṣe iṣakoso oṣuwọn alainiṣẹ gẹgẹbi awọn asọye ti diẹ ninu awọn imọran aje.	Paul ro Alan Greenspan ni smartest ọrọ-aje ti o mọ.
With Microsoft Helpdesk assistance I figured out that my CD-ROM drive was probably connected to my sound card and not to the IDE port, and thus was foiling Linux.	I have never dealt with Linux.	2	Pẹlu iranlọwọ Helpdesk Microsoft Mo ṣe akiyesi pe iwakọ CD-ROM mi ni a ti sopọ si kaadi ohun mi ati kii ṣe si ibudo IDE, ati nitorinaa Linux ti nṣiṣe lọwọ.	Emi ko ṣe iṣeduro pẹlu Linux.
With Microsoft Helpdesk assistance I figured out that my CD-ROM drive was probably connected to my sound card and not to the IDE port, and thus was foiling Linux.	I was having trouble getting Linux to connect to my modem.	1	Pẹlu iranlọwọ Helpdesk Microsoft Mo ṣe akiyesi pe iwakọ CD-ROM mi ni a ti sopọ si kaadi ohun mi ati kii ṣe si ibudo IDE, ati nitorinaa Linux ti nṣiṣe lọwọ.	Mo ti ni iṣoro lati ni Linux lati sopọ si modẹmu mi.
With Microsoft Helpdesk assistance I figured out that my CD-ROM drive was probably connected to my sound card and not to the IDE port, and thus was foiling Linux.	I was having trouble with Linux.	0	Pẹlu iranlọwọ Helpdesk Microsoft Mo ṣe akiyesi pe iwakọ CD-ROM mi ni a ti sopọ si kaadi ohun mi ati kii ṣe si ibudo IDE, ati nitorinaa Linux ti nṣiṣe lọwọ.	Mo ni iṣoro pẹlu Linux.
Steve, I couldn't even lift your wallet, Hatch shot back.	Hatch angrily said that he couldn't even lift Steve's wallet.	1	Emi ko le gbe apamọwọ rẹ soke, Hatch shot pada.	Hatch binu wipe o ko le ani gbe Steve ká apamọwọ.
Steve, I couldn't even lift your wallet, Hatch shot back.	Hatch had no opinion about Steve's wallet.	2	Emi ko le gbe apamọwọ rẹ soke, Hatch shot pada.	Hich ko ni imọran nipa apamọwọ Steve.
Steve, I couldn't even lift your wallet, Hatch shot back.	Hatch joked thay he couldn't even lift Steve's wallet.	0	Emi ko le gbe apamọwọ rẹ soke, Hatch shot pada.	Êîãäà ïîäõîäèò íà ðàáîòó òóò ïðîáëåìà.
The Nerds, who hole up in the economics and computer classrooms, have an even more hopeless position.	The Nerds are hopeless.	0	Awọn Nerds, ti o ṣubu ninu awọn aje ati awọn kilasi kọmputa, ni ipo ti ko ni ireti diẹ sii.	Awọn Nerds ko ni ireti.
The Nerds, who hole up in the economics and computer classrooms, have an even more hopeless position.	The Nerds are not good with social interaction.	1	Awọn Nerds, ti o ṣubu ninu awọn aje ati awọn kilasi kọmputa, ni ipo ti ko ni ireti diẹ sii.	Awọn Nerds ko dara pẹlu ibaraenisepo awujọ.
The Nerds, who hole up in the economics and computer classrooms, have an even more hopeless position.	The Nerds have a future.	2	Awọn Nerds, ti o ṣubu ninu awọn aje ati awọn kilasi kọmputa, ni ipo ti ko ni ireti diẹ sii.	Awọn Nerds ni o ni ojo iwaju.
Which is more than the News Quiz can promise about Fox.	It's less than News Quiz can promise about Fox.	2	Ti o jẹ diẹ ẹ sii ju awọn News Quiz le se ileri nipa Fox.	O jẹ kere ju News Quiz le se ileri nipa Fox.
Which is more than the News Quiz can promise about Fox.	It's more than News Quiz can assure about Fox.	0	Ti o jẹ diẹ ẹ sii ju awọn News Quiz le se ileri nipa Fox.	O ti wa ni diẹ ẹ sii ju News Quiz le idaniloju nipa Fox.
Which is more than the News Quiz can promise about Fox.	It's probably more than News Quiz can say about Fox/	1	Ti o jẹ diẹ ẹ sii ju awọn News Quiz le se ileri nipa Fox.	O ti wa ni jasi diẹ ẹ sii ju News Quiz le sọ nipa Fox /
Population growth is like pollution in reverse.	Pollution is a limiting factor for population growth.	1	Ọpọlọpọ awọn olugbe ni o dabi ibi-afẹde.	Idena jẹ idiyele fun idagbasoke agbara eniyan.
Population growth is like pollution in reverse.	Population growth is similar to inverse pollution.	0	Ọpọlọpọ awọn olugbe ni o dabi ibi-afẹde.	Iwọn ti awọn eniyan jẹ iru si iṣelọpọ iṣelọpọ.
Population growth is like pollution in reverse.	There is no relation between population growth and pollution.	2	Ọpọlọpọ awọn olugbe ni o dabi ibi-afẹde.	Ko si ibasepọ laarin idagbasoke olugbe ati iṣelọpọ.
Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.	Bradley was from Arkansas.	2	Ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba	Bradley wa lati Arkansas.
Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.	Bradley was from Missouri.	0	Ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba	Bradley jẹ ọmọ orilẹ-ede Missouri.
Well, given that Bill Bradley grew up in St. Louis   wait, sorry, that would only be funny if Al Gore had grown up in Tennessee.	Bradley was from the east side of St Louis.	1	Ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba ti o ba	Bradley wa lati apa ila-oorun ti St Louis.
Sabol said he has to take the occasional pit stop, but even that is conveniently arranged.	Sabol does not need to take all those pit stops.	1	Sabol so wipe o gbọdọ ya awọn igba ibi idana duro, ṣugbọn paapa ti o ti wa ni rọrun eto.	Sibẹsibẹ, o ko nilo lati ṣe gbogbo awọn aṣayan wọnyi.
Sabol said he has to take the occasional pit stop, but even that is conveniently arranged.	Sabol mentioned that now and again he has to make a pit stop.	0	Sabol so wipe o gbọdọ ya awọn igba ibi idana duro, ṣugbọn paapa ti o ti wa ni rọrun eto.	Sabol darukọ wipe bayi ati lẹẹkansi o ni lati ṣe a igi iduro.
Sabol said he has to take the occasional pit stop, but even that is conveniently arranged.	Sabol remarked that he does not need to take any breaks.	2	Sabol so wipe o gbọdọ ya awọn igba ibi idana duro, ṣugbọn paapa ti o ti wa ni rọrun eto.	Sabol so wipe o ko nilo lati ya eyikeyi isinmi.
Why doesn't this apply on the Web?	This applies on the web.	2	Kini idi ti eyi ko ṣee ṣe lori ayelujara?	Eyi ṣẹlẹ lori ayelujara.
Why doesn't this apply on the Web?	This currently does not apply on the Web.	0	Kini idi ti eyi ko ṣee ṣe lori ayelujara?	Ni akoko yii, eyi ko ṣee ṣe lori ayelujara.
Why doesn't this apply on the Web?	This may apply in some cases on the Web.	1	Kini idi ti eyi ko ṣee ṣe lori ayelujara?	Eyi le ṣee ṣe ni awọn igba miiran lori ayelujara.
Police announced that they have ruled out JonBenet Ramsey's half-brother and half-sister as suspects in her murder, evidently because both were out of town when the crime was committed.	Jon Benet Ramsey's half-brother was not in town when the murder was committed.	0	Àwọn ọlọ́pàá kéde pé wọ́n ti pa arákùnrin JonBenet Ramsey àti arábìnrin rẹ̀ kúrò nítorí pé wọ́n kúrò nígbà tí wọ́n ti ṣẹ̀ṣẹ̀.	Arákùnrin Jon Benet Ramsey kò wà ní ìlú nígbà tí wọ́n pa.
Police announced that they have ruled out JonBenet Ramsey's half-brother and half-sister as suspects in her murder, evidently because both were out of town when the crime was committed.	Jon Benet Ramsey's half-sister has a strong alibi for the fact that she was out of town when the crime was committed.	1	Àwọn ọlọ́pàá kéde pé wọ́n ti pa arákùnrin JonBenet Ramsey àti arábìnrin rẹ̀ kúrò nítorí pé wọ́n kúrò nígbà tí wọ́n ti ṣẹ̀ṣẹ̀.	Arábìnrin Jon Benet Ramsey ni ó ní ìbàjẹ́ tó lágbára nítorí wípé ó kúrò ní ìlú nígbà tí a ti pa ẹ̀ṣẹ́ náà.
Police announced that they have ruled out JonBenet Ramsey's half-brother and half-sister as suspects in her murder, evidently because both were out of town when the crime was committed.	There is enough evidence to arrest Jon Benet Ramsey's half brother as the murderer.	2	Àwọn ọlọ́pàá kéde pé wọ́n ti pa arákùnrin JonBenet Ramsey àti arábìnrin rẹ̀ kúrò nítorí pé wọ́n kúrò nígbà tí wọ́n ti ṣẹ̀ṣẹ̀.	Ẹ̀rí tó yẹ kí wọ́n mú arákùnrin Jon Benet Ramsey gẹ́gẹ́ bí ológun.
You are not sure you've been clear about whose side you're on.	It's obvious who you support.	2	Ṣugbọn o ko daju pe o ti mọ ẹgbẹ ẹni ti o wa ninu rẹ.	O han gbangba pe ẹniti o ṣe atilẹyin.
You are not sure you've been clear about whose side you're on.	We don't know who you support in the election.	1	Ṣugbọn o ko daju pe o ti mọ ẹgbẹ ẹni ti o wa ninu rẹ.	A ò mọ ẹni tí o fẹ́ ṣe àtìlẹyìn nínú ìdìbò.
You are not sure you've been clear about whose side you're on.	We don't know who you support.	0	Ṣugbọn o ko daju pe o ti mọ ẹgbẹ ẹni ti o wa ninu rẹ.	A ko mọ ẹniti o ṣe atilẹyin.
One day, the technology that today creates a market for visionaries will be as mundane as light bulbs.	Technology gets boring after a while.	0	Ọjọ kan, imọ-ẹrọ ti o ṣẹda ọja fun awọn visionaries yoo jẹ bi mundane bi awọn bulọọgi imọlẹ.	Imọ-ẹrọ ti wa ni igbadun lẹhin igba diẹ.
One day, the technology that today creates a market for visionaries will be as mundane as light bulbs.	Technology is always fun!	2	Ọjọ kan, imọ-ẹrọ ti o ṣẹda ọja fun awọn visionaries yoo jẹ bi mundane bi awọn bulọọgi imọlẹ.	Technology jẹ nigbagbogbo fun!
One day, the technology that today creates a market for visionaries will be as mundane as light bulbs.	Technology is boring if you don't keep changing it.	1	Ọjọ kan, imọ-ẹrọ ti o ṣẹda ọja fun awọn visionaries yoo jẹ bi mundane bi awọn bulọọgi imọlẹ.	Imọ-ẹrọ jẹ alailẹgbẹ ti o ko ba nilo lati yipada.
Alternative should not be used in place of alternate.	It is not proper to use alternative to mean alternate.	0	A ko gbọdọ lo ọna yiyan ni aaye yiyan.	Ko ṣe pataki lati lo iyatọ lati tumọ si iyatọ.
Alternative should not be used in place of alternate.	It is permitted to substitute alternate for alternative.	2	A ko gbọdọ lo ọna yiyan ni aaye yiyan.	A gba laaye lati yipada yiyan fun yiyan.
Alternative should not be used in place of alternate.	Lots of people do not know how to correctly use alternative and alternate.	1	A ko gbọdọ lo ọna yiyan ni aaye yiyan.	Ọpọlọpọ awọn eniyan ko mọ bi o ṣe le lo awọn aṣayan ti o tọ ati iyipada.
By the time he entered his sixties, in 1895, Skeat gave the impression that he was beginning to take these matters a little less	As Skeat entered his sixties he gave off no indication that he was thinking about anything.	2	Â 1895 ãîäó ó ìåíÿ áûëà ïðîñòàâëÿåòñÿ íà ðàáîòó ðàáîòàåòñÿ íà ðàáîòó ðàáîòó.	Nígbà tí Skeat wọ́n ọdún mẹ́rìndínlógún, kò fi ẹ̀rí kankan hàn pé ó ń rò nǹkankan.
By the time he entered his sixties, in 1895, Skeat gave the impression that he was beginning to take these matters a little less	As Skeat got older he gave off the feeling that he took these matters less.	0	Â 1895 ãîäó ó ìåíÿ áûëà ïðîñòàâëÿåòñÿ íà ðàáîòó ðàáîòàåòñÿ íà ðàáîòó ðàáîòó.	Gẹgẹbi Skeat ti dagba agbalagba, o fi ifẹkufẹ silẹ pe o gba awọn ọrọ wọnyi kere.
By the time he entered his sixties, in 1895, Skeat gave the impression that he was beginning to take these matters a little less	Skeat started to care about different things as he got older.	1	Â 1895 ãîäó ó ìåíÿ áûëà ïðîñòàâëÿåòñÿ íà ðàáîòó ðàáîòàåòñÿ íà ðàáîòó ðàáîòó.	Gutiérrez bẹ̀rẹ̀ sí ṣàníyàn nípa àwọn nǹkan mìíràn nígbà tí ó ti dàgbà.
